compound_id,smiles,First generation in which the molecule appears,Total number of generations molecule is present,List of generations molecule is present,fitness,chromosome,Number of times this molecule was evolutionarily created (not carried over through elitism),"Generation, method this molecule was created, and parent ID numbers"
29,CC(C)(C)CCC(=O)N1CCN(C(=O)c2ccc(Cl)cc2)CC1,0,1,[0],2.192675842563985,"[-7.62046754e-01 -1.75693259e-01 -2.47966337e+00 -7.65848994e-01
  1.68724820e-01 -1.39850330e+00 -2.43541181e-01  7.19652176e-01
  2.17147991e-01 -1.22307348e+00  1.57828593e+00  1.82910907e+00
  6.48285747e-02  8.30468893e-01 -9.47373271e-01  1.67964682e-01
 -1.58631003e+00  3.06665987e-01 -5.27444243e-01 -1.02261686e+00
  1.70153570e+00 -1.63552988e+00 -4.05719459e-01  4.44361985e-01
  5.63919097e-02  7.45693326e-01  4.36548591e-01  1.20589507e+00
 -5.26009023e-01 -2.17760533e-01 -1.70514315e-01  8.73531342e-01
 -1.26586056e+00 -2.04631984e-02  6.28164887e-01 -2.67606229e-03
 -2.27854997e-01  2.85478652e-01 -8.03582847e-01 -1.67344719e-01
 -3.75936419e-01 -6.62777185e-01 -3.81613970e-02  2.20381069e+00
  2.26633787e+00  2.15711784e+00  7.59381354e-01 -4.02380526e-02
  1.38357973e+00  6.47807896e-01  1.43774700e+00 -1.70540214e-02
 -1.92323649e+00  8.51540804e-01 -3.90204400e-01 -3.29917371e-02
  9.70305145e-01  3.24054420e-01  3.30801398e-01 -4.51360524e-01
 -6.55679882e-01  5.62192559e-01  1.42153358e+00 -4.66971755e-01
 -9.47677344e-02 -5.98012954e-02  3.05892527e-02 -3.57137322e-01
 -1.39641136e-01  4.98608917e-01  1.03353048e-02 -7.51467794e-02
  2.37686485e-01  2.98192561e-01 -1.94751501e-01 -9.38424543e-02
 -6.98308945e-01 -7.40907714e-02  9.98686031e-02  3.06018770e-01
  1.27278280e+00 -5.64681068e-02  5.94132245e-02  6.10950477e-02
 -6.72082901e-02  5.57851195e-01 -2.27624834e-01 -4.94916551e-02
 -7.78020918e-02 -4.44096327e-02 -4.89402235e-01 -1.96707383e-01
 -1.33269817e-01 -3.30574661e-02 -1.34885585e+00  2.30020247e-02
  3.45443249e-01 -2.04259604e-01 -2.69035846e-01 -7.14078359e-03
 -2.87314296e-01 -1.10021867e-02 -3.16524096e-02  1.29031271e-01
 -5.20181060e-02  3.72009933e-01  2.20277622e-01  1.00661196e-01
  2.22193785e-02  1.50468200e-04 -1.84732988e-01  8.20702314e-03
 -2.85773635e-01 -5.14466763e-01 -1.28791437e-01 -3.88366520e-01
 -7.66257495e-02  3.76894295e-01 -8.39944243e-01  9.26787704e-02
 -2.82978535e-01  7.65413120e-02 -2.17574928e-02 -5.07205240e-02
 -1.64154172e-02  8.80938828e-01 -1.04360126e-01  2.97098607e-02]",0,{}
30,Cc1ccc(N)c(N2CCNC(=O)[C@H]2C)c1,0,1,[0],2.2144401885614435,"[ 1.884285   -1.5512898  -1.679038   -1.5150106   0.29352054  0.6475348
 -0.8118789  -0.13720557  0.88713694 -1.4173175   1.0360186   1.5112002
 -0.16367996 -0.6646098   1.3054339  -0.07441431 -1.0815979  -0.53612566
 -0.7812017  -0.44685632 -0.68379426  1.547512   -0.04296581 -2.3915951
 -0.37583587 -1.131697   -1.1631294  -0.7094101  -1.8369186  -0.3251541
  0.3600845   0.22921485  1.349722   -0.02385571  0.7915084   0.31817663
 -0.37987924  1.5967606  -0.3449517  -0.38804623  0.02751464 -1.0437591
 -0.54688716 -0.42645133  1.351076   -0.7365165   0.24812701 -0.5993135
 -0.03577195 -1.0769978   0.10165118  0.98774254  0.16538817  1.0576982
 -0.8854234  -0.6924786  -0.9220499  -1.4973283   1.2002976   0.11829984
 -0.6748953  -1.0714784   2.2008219   0.25406793 -0.80592865  0.10597103
  0.03068963  0.15055546  0.70650375  1.2293166  -0.02598452 -0.19952287
  1.3412585   0.2564705  -0.82207906  0.8383268  -0.36657396 -0.22212087
 -0.45926654 -1.590931    1.0280677  -0.01840161  0.03822301 -0.13112462
  0.7116296   1.5545444  -1.3333124   0.07394338 -0.36342022 -0.59441155
 -1.0234387   0.37579608 -0.04289542 -0.11274837  0.4564172   1.0312673
  0.217478    0.18227789  0.44330427  0.30922392  1.8960248   0.08482836
 -0.01582254  0.18857178  0.13949236 -0.09823015  0.04664396 -0.04845399
 -0.6745271   0.07848556  0.29690808 -0.03086705  2.3992884   1.0880685
  0.05367318 -0.43386677 -0.1137818   0.06806605  0.38549703 -0.60368204
  1.6535937  -0.25303125  0.07035954  0.31309783  0.27290887  1.2122619
 -0.4902804   0.38098598]",0,{}
31,CC(=O)Oc1cc2ccccc2cc1C(=O)Nc1ccc(C)cc1C,0,1,[0],2.305164466289181,"[ 6.2865049e-01 -1.3602824e+00 -8.5236922e-02 -8.9861137e-01
 -2.2363876e-01 -2.0682882e-01  6.6096574e-02 -5.6458759e-01
  9.1883147e-01 -9.6374345e-01 -5.5853558e-01 -1.4110843e+00
 -1.3005763e-01  2.8040704e-01 -6.2205845e-01 -5.8420861e-01
 -3.5140538e-01 -3.2383919e-01 -9.0268481e-01 -2.8157716e+00
  1.7043620e-01  9.2383993e-01 -5.9442371e-01 -1.1017578e+00
  9.4857827e-02  9.1245538e-01  2.2494182e-01  1.5901309e-01
 -8.9399177e-01 -3.7809569e-01  2.3200876e-01  1.7435032e-01
  4.4296175e-01  2.8947845e-01  3.2554635e-01  2.2166095e+00
  8.3341229e-01  3.3573747e-01 -6.1476898e-01  1.3403103e-02
  1.5312240e+00 -3.0126095e-02  6.6353095e-01  2.4372404e+00
 -6.3274586e-01 -1.8421561e-05 -7.4099416e-01  8.1669730e-01
  1.3434887e-02 -7.6892123e-02 -2.0262485e+00  3.3726668e-01
 -5.9125620e-01 -9.4593212e-02 -1.3356806e+00 -3.4920761e-01
  1.3742151e+00  1.3124442e+00 -1.6762654e-01 -7.2150439e-02
 -4.8100537e-01 -2.2308341e-01 -1.0073777e+00 -2.9393494e-01
  9.7750872e-02  4.1182038e-01  4.2468898e-02 -4.4290963e-01
 -1.0379847e+00 -1.4741558e+00  4.8165634e-02  2.3488936e-01
 -1.2153504e+00  7.6832049e-02  6.6431713e-01 -3.3468157e-03
 -1.0839595e+00 -5.1738530e-01 -3.1412011e-01  1.0360135e-01
  1.0780820e+00  7.9066128e-02 -4.1299149e-01 -2.5904688e-01
 -7.0386338e-01 -9.8663604e-01 -1.0510924e+00 -9.4195709e-02
  1.0155542e-01 -1.3907022e+00  9.1967934e-01  2.1967015e-01
  2.6940751e-01  7.9158112e-02  2.9253325e-01  3.0498838e-01
  3.2350715e-02 -4.7368709e-02  4.7545815e-01  2.7364793e-01
  1.5336601e+00  3.5194911e-02 -2.5552854e-02 -3.7712008e-02
 -5.3943135e-02  2.3586047e-01  1.2725790e+00  6.7052203e-01
 -6.0426533e-01 -1.4151087e-01  5.4163039e-01 -1.3039479e-01
 -1.2408967e+00  2.3469822e-01  4.0115833e-02 -2.0186912e-01
  4.2366552e-01 -1.1326867e+00 -4.5350957e-01 -8.0478424e-01
  1.2568772e+00  2.9523027e-01 -3.5145921e-01  9.8509192e-01
 -6.2955588e-02 -1.0697141e+00  1.3383418e+00 -5.1637508e-02]",0,{}
32,Cc1nn(C)cc1S(=O)(=O)N1CCN(c2ccccn2)CC1,0,1,[0],2.346045926894827,"[ 1.3280386e-01 -1.2013404e+00 -9.8707306e-01  1.0560267e+00
  5.6798421e-02  2.0114268e-01 -6.0078627e-01 -5.0302970e-01
 -4.6231747e-02  1.8225764e-01  9.4548512e-01  5.7928491e-01
 -8.4219873e-03 -2.2282112e+00  3.3114791e-01 -4.3782920e-01
 -6.1726797e-01  1.5615873e-01 -1.4423592e+00 -7.0412618e-01
 -2.1146846e+00  7.7882308e-01 -5.9865242e-01 -1.4046397e+00
 -8.9281395e-02 -4.3709069e-01 -1.9169103e-01  9.1855800e-01
 -1.4952729e+00  8.9828092e-01  5.7581383e-01  3.4626806e-01
  5.5825329e-01 -2.4125104e-01 -1.2524973e-01  8.5418415e-01
  5.1513368e-01  6.5003866e-01  5.1195717e-01 -3.8437790e-01
 -3.5823041e-01 -1.0559733e+00 -5.2729654e-01 -1.4507000e+00
  1.9743478e+00  4.3320543e-01 -8.9035392e-01  9.8390990e-01
  9.1721541e-01  7.0953935e-01  7.4631476e-01  2.2496812e-01
  1.2359190e+00  5.6435496e-01 -1.4065446e+00  3.6449432e-01
 -1.4801297e+00 -6.7559385e-01  2.3568857e+00  7.8765738e-01
  7.6484537e-01  7.3123133e-01  4.0012732e-01  4.6062487e-01
  1.6524118e-01 -1.1380959e-01  8.2661092e-02 -1.6169113e-01
 -2.1635751e-01  3.1207663e-01  2.9733889e-02  7.8936324e-02
 -1.2591257e+00  2.6857087e-01  4.4179398e-01 -4.4338644e-02
  4.6091542e-01 -1.8511303e-02  4.5467266e-01  9.0490043e-02
  1.7401291e+00  3.0194391e-02  2.7085803e-02  1.5170543e-01
 -2.7306366e-01 -1.6208096e-01  4.2511535e-01 -2.1467619e-01
  2.5501215e-01 -1.9135948e-02  1.4817242e-01  2.6481083e-01
 -1.8914744e-01  2.8382051e-01  5.7972568e-01 -6.8028688e-01
  6.1446142e-01 -2.8634471e-01 -2.5637606e-01 -1.0971236e-01
 -8.7053531e-01  7.7493422e-02  4.3081805e-02  6.9943592e-02
 -7.9779327e-04  4.7752714e-01 -3.3807552e-01  2.5307253e-01
  1.2861723e-01 -5.5897444e-02  3.7332550e-02  9.3245305e-02
 -7.3831683e-01 -9.8734099e-01 -1.1729921e-01  6.5178588e-02
  5.0292182e-01  4.6461236e-01  5.9514910e-02 -3.1689370e-01
  1.5328991e+00  2.2476986e-01  4.8168838e-02 -3.6345047e-01
  5.0829314e-02 -3.8194954e-02 -5.9860587e-02  1.2254322e-01]",0,{}
33,O=Cc1ccc(OCCCn2c(=O)[nH]c3ccccc32)cc1,0,2,"[0, 1]",2.069998871345268,"[ 1.14010143e+00 -3.76918405e-01  3.41105223e-01 -1.60441250e-02
 -2.50863969e-01  6.02918625e-01  5.45603037e-01  1.76418304e+00
  9.73354578e-02 -2.83373475e-01 -1.35811269e+00  1.52981341e+00
 -1.55056000e-01 -6.82740360e-02 -6.04855537e-01 -1.44291902e+00
 -2.21554250e-01 -6.73582673e-01  1.29272044e-01  4.05368805e-02
  2.22966504e+00 -9.46360469e-01 -6.77767992e-01  4.32181388e-01
  6.84725165e-01 -4.49256599e-01 -1.25691652e+00  4.74419236e-01
  4.95871097e-01 -3.72698754e-01 -3.33483815e-01  7.83365011e-01
 -1.29769757e-01 -4.71030116e-01  2.16143823e+00 -1.29731131e+00
  9.98596370e-01  7.59246290e-01 -1.00697613e+00 -4.86604333e-01
  3.65351439e-01 -7.78712034e-01  6.78745568e-01 -6.84381902e-01
  4.73622322e-01  9.68327597e-02  3.08504701e-02  1.72923613e+00
 -8.36040199e-01  1.30575716e+00  5.33948839e-03 -1.95497346e+00
  8.41101825e-01  9.37351465e-01 -1.31666422e-01  6.71589732e-01
  5.40209413e-02  8.74025464e-01 -2.21602941e+00  2.59236693e-01
 -2.46907592e+00  9.60007906e-01  2.39482939e-01 -1.25784099e+00
 -3.53607327e-01  3.54222655e-02  1.64206140e-03  1.75913483e-01
 -2.33571380e-01  2.64812410e-02  2.58385576e-02  4.44110893e-02
  5.28529227e-01 -7.77749941e-02 -1.13958061e-01 -4.90181893e-02
  1.57593727e-01  5.17354012e-02 -1.84657760e-02  2.44205207e-01
  1.45862794e+00  1.14045665e-03  2.89644450e-02  5.73120117e-02
  3.53492707e-01  1.08425826e-01 -3.72147292e-01  1.49180576e-01
  9.42330286e-02  3.36864144e-01 -1.96938723e-01 -8.43303278e-02
 -1.33836657e-01  1.17943905e-01 -3.32538694e-01  1.10746138e-02
  1.06143296e-01 -1.98370039e-01 -4.24350739e-01 -1.15819842e-01
 -4.45969440e-02 -2.25133765e-02  6.37804940e-02 -2.31660753e-02
 -2.94526219e-02  9.82059360e-01 -5.07988989e-01  2.72917859e-02
 -3.78953144e-02  6.03254698e-02 -2.14688480e-03 -2.32113022e-02
 -3.03590089e-01 -1.00819632e-01  1.46071538e-02  2.26210222e-01
 -3.18335056e-01 -1.43421769e-01 -6.71364740e-02  5.84840626e-02
 -5.19711018e-01 -1.14560258e-02  8.45729858e-02 -9.50791687e-02
 -3.70823592e-03 -2.68907160e-01 -1.06180489e+00 -1.43810034e-01]",0,{}
34,O=C(N[C@H](Cc1ccccc1)C(=O)[O-])c1nnn[n-]1,0,1,[0],2.189955828177402,"[-4.90652680e-01  7.72065297e-02 -1.15102693e-01 -5.64206779e-01
 -3.07364732e-01 -1.06513119e+00  6.94013059e-01  5.30076861e-01
 -6.47356093e-01 -3.91473770e-01 -2.74201900e-01 -5.19137323e-01
  1.76000333e+00 -9.09129918e-01 -1.71894705e+00 -9.23064530e-01
 -1.76271772e+00  1.02218437e+00  4.08600569e-01  2.96116680e-01
 -1.15742910e+00  5.76822162e-01 -1.01523602e+00 -1.79141670e-01
 -5.96958756e-01  7.34257475e-02  7.38481164e-01  9.05161262e-01
 -9.96773481e-01 -4.50097620e-01 -1.26061440e-02  1.40100384e+00
  3.40857327e-01  4.83289480e-01 -3.92019272e-01 -8.53217304e-01
 -1.30949712e+00 -4.88203466e-02 -2.66747057e-01  3.88505191e-01
  6.13361835e-01  1.75904894e+00  6.77624702e-01  1.99472499e+00
 -1.38263285e+00 -2.63365746e-01 -2.45006114e-01 -1.77559924e+00
 -1.46295965e+00 -1.68615389e+00  1.03331912e+00  2.82258689e-01
  1.13877749e+00  8.57959509e-01  8.05747867e-01  8.42928767e-01
 -7.67958283e-01  1.88249731e+00 -1.95968032e+00  7.56813526e-01
 -9.28330004e-01  5.65462410e-01 -9.35307264e-01 -5.19391060e-01
  2.36087307e-01 -9.34747234e-02  3.32067721e-04 -2.62755722e-01
  5.80661297e-02 -2.89282918e-01 -1.04612738e-01  2.18451023e-03
  4.87239510e-02  1.69611946e-01 -3.18848714e-02 -7.23536238e-02
 -8.52571577e-02  5.76192625e-02  1.28186882e-01  1.11271389e-01
  1.07480061e+00  1.37676680e-02 -1.01355009e-01  2.78578699e-03
 -7.45223165e-02 -1.66534454e-01  2.52703190e-01 -1.15247801e-01
 -8.57097656e-02  1.75563514e-01 -4.13015366e-01 -9.68757272e-02
 -5.37590012e-02 -4.13102582e-02  1.43074647e-01  1.08918145e-01
 -4.81546521e-02 -3.40948999e-02 -5.78022227e-02  6.03214055e-02
  3.44998598e-01 -3.88322286e-02 -3.71829011e-02  9.61800292e-02
  1.68068483e-02 -1.02548793e-01 -2.15108678e-01  1.41788885e-01
  1.63588211e-01  4.01029065e-02 -3.95236835e-02 -9.72844660e-03
  2.17741027e-01 -2.79657662e-01 -6.31731674e-02  2.80067861e-01
 -8.29326883e-02 -2.91470230e-01 -1.71969026e-01  9.42530483e-02
 -2.23467648e-02  1.49169728e-01  6.25533238e-03  7.57061318e-03
  1.68242678e-02 -5.11951596e-02 -1.78141505e-01 -1.65676758e-01]",0,{}
35,CO[C@H](C(=O)[O-])c1ccc2ccccc2c1,0,1,[0],2.3100180144726568,"[ 2.07629752e+00  2.21473217e-01 -6.83885813e-01  9.86095905e-01
 -5.86379766e-02 -1.92280948e+00 -4.61843818e-01 -5.85857749e-01
  4.90246654e-01 -9.73691225e-01 -8.21819663e-01  1.00908184e+00
  9.66380239e-01 -1.40964377e+00  3.49162966e-01 -8.09072137e-01
 -6.91503763e-01 -1.04478860e+00  1.36842251e+00 -6.30759120e-01
 -8.05568576e-01 -1.16641986e+00 -4.41668555e-02 -7.97720134e-01
 -3.07119340e-01  3.23093772e-01  7.40581274e-01  1.30488539e+00
  9.75240529e-01 -2.79247582e-01  1.45800114e+00  1.94959652e+00
 -2.39409089e-01  8.47677231e-01 -5.78415930e-01  6.70438528e-01
 -9.81699586e-01 -1.64252377e+00 -9.24334288e-01  2.26617336e+00
  1.88584998e-01  2.97742188e-02  1.15498304e-01 -1.93442255e-01
 -1.43472755e+00 -7.32824802e-01 -2.65756428e-01  2.25826502e-01
 -1.55349433e+00 -1.81048512e+00 -5.65555692e-01  1.07239270e+00
  1.07253242e+00 -6.35021687e-01  8.37310612e-01 -2.01006234e-03
  1.06862986e+00  9.16006446e-01 -8.65906656e-01  5.98460078e-01
  4.07455176e-01  4.54491228e-02  1.94178557e+00  2.34255195e-02
 -4.26903874e-01  2.79177517e-01 -5.21921851e-02  4.27510113e-01
 -3.90006661e-01 -6.90645218e-01  1.02773264e-01  6.81129619e-02
 -4.88884598e-02 -3.66597287e-02 -2.36132592e-02 -1.95852488e-01
 -5.89696288e-01 -6.23082742e-02 -2.21377969e-01 -6.30027950e-02
  1.38310432e+00 -1.21618256e-01 -1.12613104e-01  1.54477909e-01
  2.03653753e-01 -3.24820191e-01 -4.55477953e-01  1.21859603e-01
  5.76668084e-02 -5.60098410e-01  1.12028909e+00 -2.87998527e-01
 -1.62624672e-01  4.77629229e-02 -7.13228583e-02  5.91489851e-01
  1.01277776e-01 -3.76078933e-02  7.21006989e-02 -1.64288849e-01
  7.52980232e-01  3.23759317e-02  1.74963176e-02 -2.38322578e-02
 -6.83261901e-02 -1.28853068e-01  1.02328026e+00 -3.64002615e-01
 -2.14844614e-01  9.17572901e-03 -2.69463360e-02 -1.46451771e-01
  5.10408655e-02  6.16446316e-01  9.79021192e-03 -3.84955883e-01
  8.64640251e-03 -4.14491981e-01 -4.83841777e-01 -2.66470194e-01
 -8.81052017e-02  1.65812880e-01 -1.58980101e-01  5.96485198e-01
 -8.30776989e-03 -4.84952629e-01 -1.04114604e+00 -9.97669548e-02]",0,{}
36,[NH3+][C@H](CC[S@@](=O)[O-])C(=O)[O-],0,1,[0],2.282821758465283,"[ 4.75702882e-01  1.24274850e+00  7.45340049e-01  8.87753189e-01
  9.33918059e-02 -9.65240598e-01  6.13065600e-01  8.13726246e-01
  7.31193066e-01 -1.59192458e-01 -2.70047975e+00 -1.12838483e+00
  4.00778890e-01  2.72721440e-01  3.32896411e-02  6.75771944e-03
 -1.39793396e+00 -1.77117035e-01  7.90228367e-01  1.47300529e+00
 -2.97230005e-01 -1.43237746e+00 -1.33430314e+00 -8.61531615e-01
 -2.40403295e-01 -2.05464050e-01  6.77547336e-01  9.23225939e-01
  1.17388082e+00  6.22224510e-02  9.38190699e-01  1.62184572e+00
 -5.18627465e-01  3.11893642e-01 -1.01405001e+00 -4.25172448e-02
  1.64076781e+00 -2.31559896e+00 -5.38847685e-01  2.10708904e+00
  1.20871699e+00 -4.92464423e-01 -5.21741092e-01  3.37123185e-01
  2.43098050e-01  1.49748516e+00  6.32633805e-01  5.17679751e-03
 -2.19891620e+00 -1.89008164e+00  1.42764211e+00  9.42865133e-01
 -5.62712252e-01  3.62263352e-01  1.40018559e+00  6.11328244e-01
  5.77915385e-02 -4.03644919e-01  2.90397376e-01 -2.56839961e-01
 -1.52300775e+00  1.59368312e+00  5.99721551e-01 -1.08467925e+00
  1.16342016e-01 -5.19417226e-04 -7.70234829e-03  4.36340719e-02
  3.32598239e-02 -5.59340753e-02  4.29321192e-02 -3.32061425e-02
  1.93695366e-01  3.06482706e-02 -7.23368227e-02  1.60677973e-02
 -2.77207881e-01 -9.69823450e-03  2.80746408e-02 -1.16283357e-01
  1.23208082e+00  1.43396938e-02  5.21232449e-02  6.65699840e-02
 -2.37648815e-01  2.41618708e-01  6.34516776e-02  1.92082170e-02
  1.25621259e-02 -9.64076370e-02 -4.26110551e-02  1.06050983e-01
  3.12917568e-02 -5.80871329e-02 -2.28800863e-01  1.77253574e-01
  6.06780350e-02  2.15704620e-01  3.77099477e-02  6.10916093e-02
  2.37336308e-02  2.40051821e-02  5.13684414e-02  5.04841581e-02
 -2.43477058e-02 -5.85978925e-02  1.44789904e-01 -3.89693975e-01
 -6.09078035e-02  8.17429367e-03 -1.63635328e-01 -1.78489443e-02
  1.75240889e-01  7.75822252e-02  7.34966993e-03  1.21592626e-01
 -4.15937044e-02 -2.30513271e-02 -6.81870431e-02  1.36083648e-01
 -2.08761126e-01  9.08639282e-04  3.77628580e-03 -4.97867987e-02
 -4.57498580e-02  3.07234913e-01  1.98766753e-01 -1.07511133e-02]",0,{}
37,CCc1ccc(OCCS(=O)(=O)N2CCCc3ccccc32)cc1,0,1,[0],2.35400287233093,"[ 0.3144461  -0.70157313 -1.1485531   1.7746558   0.01324469  1.2894977
 -0.0602946  -0.7734487  -0.5911542   1.1285355  -0.2189682   0.8975135
 -0.40779623  0.778684   -0.44119057 -0.19158328 -0.07126354 -0.63080823
 -0.68630844 -0.0464178   0.7799632  -1.0867733  -0.21351507  0.2742576
  0.4466083  -0.24206793 -0.91531754 -0.87123406  0.48202997  0.56624717
 -0.65268433  1.3283066  -0.696817   -0.13649489  1.7618973   0.4000057
  0.7387203  -0.04856328  0.00631614  0.55193317  1.6144695  -0.60043985
  0.50335234 -1.2771282   0.6446374  -0.4639671  -0.39833936  3.1916595
  0.18550442  1.479488   -1.0787935  -1.2052002   1.0563157  -0.79874074
  0.3543787   0.72194725 -0.04799721  0.5997434  -0.75930816  0.3150624
 -1.826515   -0.29523823  1.1978866   0.6576035  -0.45243213  0.05501965
 -0.07295142 -0.24419393  0.3096382  -0.07973988  0.09468935 -0.1342287
  0.53588945  0.09005252  0.16740768  0.04549521 -0.03408086 -0.01315369
 -0.09830972  0.07983209  1.2643882   0.0384212   0.34425586  0.15721221
  0.6121456   0.10536217 -0.4645259  -0.04414789  0.18015176  0.31242904
 -1.494225    0.1364496   0.00783793 -0.14130014 -0.49676186  0.01891154
  0.00978059 -0.20875116 -0.30294758 -0.283394   -0.71247023 -0.0039014
  0.1132146  -0.35338628 -0.0505877   0.5847887  -0.01642843 -0.3476239
 -0.28397733 -0.01796757 -0.04777749 -0.07738037 -0.3964399  -0.5185023
  0.07501301  0.0393702   0.09934288 -0.3831814   0.17419302  0.2014086
 -0.47421998  0.10810127 -0.04672074 -0.26249802 -0.07685882  0.04761386
 -0.9598839   0.14585316]",0,{}
38,O=S(=O)(/N=C(\[O-])C[C@H]1CCCO1)c1ccc(Br)cc1,0,1,[0],2.2932700636124,"[ 0.7871578  -0.5286382   1.6465036   0.74820054  0.15747322  0.0063052
 -0.639248   -2.1145658   0.4223141   0.5325731  -2.6355197  -0.60712814
 -0.1743195  -1.5106016  -0.8552865  -0.10076086  0.32802218  0.3564425
  1.8649142  -0.208219   -1.5050149   0.8194484  -0.30684188  0.56036806
 -0.11184502 -1.0027428  -0.0063245   0.91522795  0.17668024 -1.001961
  1.4970956   0.58098894 -0.95060873  0.14602105  0.7279734  -0.12852222
 -0.25883096  0.16135153  0.7067072  -1.4850392  -0.91219807 -1.1079384
  0.5675473   0.41905934 -0.9030089   2.4320273  -0.19954409  0.26422572
 -0.20898084 -1.5711403   0.49282265  0.39921835  1.8624545   2.1527226
  1.6693933  -0.23317489 -1.2268053   1.6879342   0.9636237   0.21436164
 -0.747168   -0.18603282 -0.98139995  0.17432293 -0.2222981  -0.17146453
 -0.01625717  0.02519716 -0.35660896 -0.29651198  0.07472271 -0.18586561
 -0.05709265 -0.09648435 -0.07359059  0.0682825  -0.15789542 -0.00408754
  0.20989475  0.1544599   1.5133159  -0.11006683  0.01341708  0.02246103
 -0.09237682  0.21244743  0.07839384 -0.1713307  -0.0674873  -0.02257476
 -0.6384427  -0.16931203 -0.0737539  -0.03912287 -0.52812815  0.09799172
 -0.12976062 -0.04752318 -0.34916186  0.05468817 -0.36205804  0.11010507
 -0.0446924   0.0439437   0.06155077  1.4525776  -0.29054466 -0.22824535
  0.29097897  0.14383857  0.06497313 -0.12182386 -0.49254665 -0.19589794
  0.02343807  0.27219877 -0.01433595  0.14132823 -0.41130054 -0.10732612
 -0.8265481   0.05065684  0.20556355  0.07056715 -0.09630579 -0.08417289
 -0.93720543  0.03266881]",0,{}
39,CC[C@H](C)NC(=O)Nc1ccc2nc(C(C)C)sc2c1,0,1,[0],2.312968570289649,"[-0.92535836 -0.6486392  -1.726055   -2.0636244  -0.05271365 -0.3306362
 -0.0355612  -0.68079734  0.06980562  0.38698074  0.6974193   1.1153407
  0.39433104  0.74511325 -1.5891042   0.8236938  -0.84020203  0.87228435
  0.38990957  1.1126307  -2.291156   -1.5267564   0.44831818  0.42431134
 -0.37200028 -1.328026   -0.75223005 -0.72384053  0.79670167  0.2209174
  0.53213775 -0.42363694  1.2177889   0.15370753 -0.3132838   1.0724659
 -0.59384465 -0.89529014 -0.95845264 -2.218984   -0.50581306  1.0266496
  0.09209166  0.6556599   0.5398284  -1.6150138   0.4124518   0.40070033
  0.10656428 -0.8307938   0.11238927 -0.45445484 -1.564392   -1.5858424
  0.6857941   0.01372332  1.5476667   0.28023767  0.81540495 -0.57874835
 -0.14304431 -0.8981098  -0.16489527  2.1136522   0.7400484   0.08759598
 -0.09967556 -0.82377887 -0.02212965 -0.59688187 -0.15807612  0.06980372
 -0.05174433 -0.17544931 -0.9483554  -0.2719044   0.5669248   0.08927921
  0.00829579  0.08197537  1.6608052   0.1024677  -0.27667475 -0.1716949
 -0.28133163 -0.39630318 -0.53785515  0.12989596  0.0187753   0.2910983
  0.44295445 -0.03029356  0.0592202   0.0436267   0.63455373  0.4662437
 -0.4199123   0.11341931  0.6075048  -0.02408699 -0.10435086  0.02005482
  0.04667907  0.06970254  0.0940445   0.12711622  0.5959118   0.02923054
  0.22903445 -0.18873502 -0.12797707  0.15537493 -0.7606016   0.38450858
  0.02471769  0.7839803  -0.1431148  -0.48328957  0.9619657  -1.0453992
 -0.6256503  -0.2706108   0.02712952  0.026367   -0.02190012 -0.2787952
 -0.29718494 -0.07733455]",0,{}
